========================================
Enhanced Git Staging Monitor Started: Tue Oct 28 00:33:11 CDT 2025
========================================

=== BASELINE CAPTURE (at startup) ===
mmaruthurnew     45341   0.0  0.0 441918752  12464   ??  S    11Oct25   1:27.19 /Applications/Cursor.app/Contents/Frameworks/Cursor Helper.app/Contents/MacOS/Cursor Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Cursor --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,2243344376884166865,16824860225826948770,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=25
mmaruthurnew     45338   0.0  0.0 441596096    832   ??  S    11Oct25   0:01.18 /Applications/Cursor.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Cursor/Crashpad --url=https://f.a.k/e --annotation=_productName=Cursor --annotation=_version=1.7.39 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=34.5.8 --handshake-fd=24
mmaruthurnew     81242   0.0  0.0 408391392   9472   ??  S     4:25PM   0:00.01 /Users/mmaruthurnew/.vscode/extensions/openai.chatgpt-0.4.31/bin/macos-aarch64/codex app-server
mmaruthurnew     81175   0.0  0.0 408159696   1072 s005  Ss+   4:25PM   0:00.01 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     81174   0.0  0.0 408159696   1296 s002  Ss    4:25PM   0:00.01 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     81176   0.0  0.0 408159696   1344 s007  Ss+   4:25PM   0:00.01 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     81177   0.0  0.0 408134096   1040 s010  Ss+   4:25PM   0:00.01 /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
mmaruthurnew     81163   0.0  0.3 1864857776  71584   ??  S     4:25PM   0:00.22 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     81099   0.0  0.6 1864910416 145248   ??  S     4:25PM   0:01.64 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
mmaruthurnew     81083   0.0  0.2 441900048  51968   ??  S     4:25PM   0:00.15 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
mmaruthurnew     81081   0.0  0.0 441604560   6384   ??  S     4:25PM   0:00.00 /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20

--- VS Code Process Tree ---
PID 45338: /Applications/Cursor.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Cursor/Crashpad --url=https://f.a.k/e --annotation=_productName=Cursor --annotation=_version=1.7.39 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=34.5.8 --handshake-fd=24
PID 54511: /Applications/Wispr Flow.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Wispr Flow/Crashpad --url=https://f.a.k/e --annotation=_productName=Wispr Flow --annotation=_version=1.3.553 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=38.2.1 --handshake-fd=18
PID 81077: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/MacOS/Electron
Electron 81077 mmaruthurnew  txt       REG               46,9    305888            55360377 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/policy-watcher/build/Release/vscode-policy-watcher.node
Electron 81077 mmaruthurnew  txt       REG               46,9   1080608            55360433 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/spdlog/build/Release/spdlog.node
Electron 81077 mmaruthurnew  txt       REG               46,9   4022992            55360444 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/sqlite3/build/Release/vscode-sqlite3.node
Electron 81077 mmaruthurnew   87r      REG               1,17      4136            64826742 /Users/mmaruthurnew/.vscode/extensions/extensions.json
PID 81081: /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20
PID 81082: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (GPU).app/Contents/MacOS/Code Helper (GPU) --type=gpu-process --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAMAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
PID 81083: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --seatbelt-client=32
Code\x20H 81083 mmaruthurnew   23u     IPv4 0xe1938a4610934283       0t0                 TCP 10.5.0.2:56414->lb-140-82-114-21-iad.github.com:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   26u     IPv4 0xe1938a461968ab93       0t0                 TCP 10.5.0.2:56410->lb-140-82-114-5-iad.github.com:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   28u     IPv4 0xe1938a46109314a3       0t0                 TCP 10.5.0.2:56426->lb-140-82-114-5-iad.github.com:https (ESTABLISHED)
Code\x20H 81083 mmaruthurnew   31u     IPv4 0xe1938a4619687db3       0t0                 TCP 10.5.0.2:56441->lb-140-82-114-21-iad.github.com:https (ESTABLISHED)
PID 81093: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (Renderer).app/Contents/MacOS/Code Helper (Renderer) --type=renderer --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1760805046913090 --launch-time-ticks=1140861011620 --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:49631d1f-cab4-482b-a0ea-b18c2f3056e2 --seatbelt-client=64
PID 81099: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
PID 81163: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
Code\x20H 81163 mmaruthurnew   24r     REG               1,17       344            61836145 /Users/mmaruthurnew/Desktop/medical-practice-workspace/.vscode/settings.json
PID 81164: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
Code\x20H 81164 mmaruthurnew  txt      REG               46,9   1080608            55360433 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/spdlog/build/Release/spdlog.node
PID 81173: /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/mmaruthurnew/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,14439061712232680068,17221444641674482833,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
Code\x20H 81173 mmaruthurnew  txt       REG               46,9   1080608            55360433 /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/node_modules/@vscode/spdlog/build/Release/spdlog.node
Code\x20H 81173 mmaruthurnew   26w      REG               1,17     13264            65602371 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251031T162507/window1/exthost/vscode.github-authentication/GitHub Authentication.log
Code\x20H 81173 mmaruthurnew   27w      REG               1,17       619            65602382 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251031T162507/window1/exthost/vscode.git/Git.log
Code\x20H 81173 mmaruthurnew   37u     IPv4 0xe1938a46108f6b93       0t0                 TCP 10.5.0.2:57107->lb-140-82-113-22-iad.github.com:https (ESTABLISHED)
Code\x20H 81173 mmaruthurnew   39w      REG               1,17        94            65602401 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251031T162507/window1/exthost/vscode.github/GitHub.log
Code\x20H 81173 mmaruthurnew   48w      REG               1,17      3036            65602419 /Users/mmaruthurnew/Library/Application Support/Code/logs/20251031T162507/window1/exthost/vscode.microsoft-authentication/Microsoft Authentication.log
Code\x20H 81173 mmaruthurnew   49u     IPv4 0xe1938a46109eab93       0t0                 TCP 10.5.0.2:56471->lb-140-82-114-5-iad.github.com:https (ESTABLISHED)
Code\x20H 81173 mmaruthurnew   53u     IPv4 0xe1938a4610ea2b93       0t0                 TCP 10.5.0.2:56479->lb-140-82-113-22-iad.github.com:https (ESTABLISHED)
PID 81174: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 81175: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 81176: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 81177: /bin/bash --init-file /private/var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
PID 99772: /var/folders/g4/3vygdqrs053_7lxj_r82dd1w0000gp/T/AppTranslocation/AF81AB40-3F24-4806-8EAD-C82E4688FB8E/d/Visual Studio Code 2.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/mmaruthurnew/Library/Application Support/Code/Crashpad --url=appcenter://code?aid=de75e3cc-e22f-4f42-a03f-1409c21d8af8&uid=8f3e5a43-adac-4917-ab14-31b4c385b378&iid=8f3e5a43-adac-4917-ab14-31b4c385b378&sid=8f3e5a43-adac-4917-ab14-31b4c385b378 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.104.3 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=37.3.1 --handshake-fd=20

--- All Git Processes ---
mmaruthurnew       569   0.3  0.3 410093936  75536   ??  S     8Oct25 144:38.24 /Library/Application Support/Logitech.localized/LogiOptionsPlus/logioptionsplus_agent.app/Contents/MacOS/logioptionsplus_agent --launchd
mmaruthurnew       564   0.0  0.0 409418448   3040   ??  S     8Oct25   0:11.20 /Library/Application Support/Logitech.localized/LogiRightSightForWebcams/LogiRightSight.app/Contents/MacOS/LogiRightSight
root               311   0.0  0.0 409575872   4000   ??  Ss    8Oct25   3:30.33 /Library/Application Support/Logitech.localized/LogiOptionsPlus/logioptionsplus_agent.app/Contents/Frameworks/logioptionsplus_updater.app/Contents/MacOS/logioptionsplus_updater
mmaruthurnew     81403   0.0  0.2 409506880  52512 s002  S+    4:25PM   0:00.15 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/git-assistant-mcp-server/dist/server.js

--- MCP Server Processes ---
mmaruthurnew     81531   0.0  0.2 409408352  55856 s002  S+    4:25PM   0:00.11 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/mcp-server-development/performance-monitor-mcp-project/04-product-under-development/build/index.js
mmaruthurnew     81528   0.0  0.2 409112992  56096 s002  S+    4:25PM   0:00.11 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/mcp-server-development/workspace-brain-mcp-project/04-product-under-development/build/index.js
mmaruthurnew     81505   0.0  0.3 409381152  67744 s002  S+    4:25PM   0:00.28 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/test-generator-mcp/dist/server.js
mmaruthurnew     81502   0.0  0.2 419731968  60832 s002  S+    4:25PM   0:00.12 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/deployment-release-mcp/dist/server.js
mmaruthurnew     81497   0.0  0.3 409244768  69536 s002  S+    4:25PM   0:00.14 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/configuration-manager-mcp/dist/index.js
mmaruthurnew     81494   0.0  0.2 409112992  54512 s002  S+    4:25PM   0:00.11 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/agent-coordinator-mcp-server/dist/server.js
mmaruthurnew     81491   0.0  0.2 409243808  54160 s002  S+    4:25PM   0:00.11 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/parallelization-mcp/dist/server.js
mmaruthurnew     81488   0.0  0.2 408981920  52080 s002  S+    4:25PM   0:00.09 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/testing-validation-mcp-server/dist/server.js
mmaruthurnew     81485   0.0  0.2 408850592  45744 s002  S+    4:25PM   0:00.07 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/project-management-mcp-server/dist/server.js
mmaruthurnew     81482   0.0  0.2 408981152  45200 s002  S+    4:25PM   0:00.07 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/security-compliance-mcp/dist/server.js
mmaruthurnew     81479   0.0  0.2 409276512  48480 s002  S+    4:25PM   0:00.10 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/arc-decision-mcp-server/dist/server.js
mmaruthurnew     81476   0.0  0.2 409408096  48448 s002  S+    4:25PM   0:00.10 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/learning-optimizer-mcp-server/dist/server.js
mmaruthurnew     81473   0.0  0.2 408981408  46544 s002  S+    4:25PM   0:00.10 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/project-index-generator-mcp-server/dist/server.js
mmaruthurnew     81447   0.0  0.3 409655024  86720 s002  S+    4:25PM   0:00.56 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/communications-mcp-server/dist/server.js
mmaruthurnew     81444   0.0  0.2 409505696  47824 s002  S+    4:25PM   0:00.11 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/mcp-config-manager/dist/server.js
mmaruthurnew     81441   0.0  0.2 409505952  48448 s002  S+    4:25PM   0:00.12 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/task-executor-mcp-server/dist/server.js
mmaruthurnew     81409   0.0  0.2 409244320  48864 s002  S+    4:25PM   0:00.12 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/spec-driven-mcp-server/dist/server.js
mmaruthurnew     81406   0.0  0.2 409145952  49344 s002  S+    4:25PM   0:00.12 node /Users/mmaruthurnew/Desktop/medical-practice-workspace/local-instances/mcp-servers/smart-file-organizer-mcp-server/dist/server.js
